,created_at,text,retweet_count,favorite_count,class_predict,followers_count,predict_class_label
1416,2018-10-27 20:25:56,rt  access to technology is a human right and women deserve  humanrights  ,14,0,tech,1.43,4
1417,2018-10-27 19:15:34,rt  it was a pleasure meeting padma bhushan kiran mazumdar shaw managing director for biocon at bangalore literature festival  xe2 x80 xa6',3,0,sports,1.43,2
1418,2018-10-27 19:14:43,rt  such facilities feasible in many of our environments  happy to discuss way forward with those interested   xe2 x80 x9cthis instrum xe2 x80 xa6',5,0,tech,1.43,4
1419,2018-10-27 19:14:12,rt   bpac member  amp   bclip civic leaders met sri lakshman chairman kspcb seeking support for a city wide campaign about the il xe2 x80 xa6',10,0,world,1.43,1
1420,2018-10-27 15:46:02,rt   inequality towards women and the dalits is weakening democratic india   the answer lies within ourselves ( amp  not through ru xe2 x80 xa6',3,0,world,1.43,1
1421,2018-10-27 02:04:30,rt  that time in 1994 when the dome turned into a giant pumpkin   nationalpumpkinday nphoto   ,69,0,sports,1.43,2
1422,2018-10-27 01:59:56, tks',0,1,sports,1.43,2
1423,2018-10-27 01:58:55,   your comment is a typical self serving one that refuses to look beyond your nos xe2 x80 xa6 ,0,0,tech,1.43,4
1424,2018-10-27 01:55:42,   tks',0,0,sports,1.43,2
1425,2018-10-27 01:54:28, tks a lot',0,2,tech,1.43,4
1426,2018-10-26 14:16:14,rt  helping small science make big changes  ,17,0,tech,1.43,4
1427,2018-10-26 10:58:10,proud of biocon xe2 x80 x99s innovation and diversity culture that also focuses on social responsibility   proud to make it to xe2 x80 xa6 ,17,85,tech,1.43,4
1428,2018-10-26 09:45:02,"rt   q2withbq   u s , european markets aided growth in q2, says   the full conversation h xe2 x80 xa6""",3,0,business,1.43,3
1429,2018-10-26 09:23:52,rt   biocon superb performance  its just a beginning  indian company leading this complex knowledge driven arena would def xe2 x80 xa6',6,0,tech,1.43,4
1430,2018-10-26 09:23:25,rt   earningswithetnow   biologics business aided q2 earnings  contribution of profit share from biosimilar with mylan aided bot xe2 x80 xa6',3,0,business,1.43,3
1431,2018-10-26 09:21:19,rt    biologics biz has started to deliver after a decade long investment n nexpect positive margin trend to continue going xe2 x80 xa6',3,0,business,1.43,3
1432,2018-10-26 09:15:32,  i am honoured and truly grateful for this acceptance',0,0,tech,1.43,4
1433,2018-10-26 09:14:00,       can xe2 x80 x99t explain this com xe2 x80 xa6 ,0,1,tech,1.43,4
1434,2018-10-26 09:11:28,"rt   exclusive     xe0 xa4 xa8 xe0 xa5 x87  xe0 xa4 xaa xe0 xa5 x87 xe0 xa4 xb6  xe0 xa4 x95 xe0 xa4 xbf xe0 xa4 x8f  xe0 xa4 xa6 xe0 xa4 xae xe0 xa4 xa6 xe0 xa4 xbe xe0 xa4 xb0  xe0 xa4 xa8 xe0 xa4 xa4 xe0 xa5 x80 xe0 xa4 x9c xe0 xa5 x87,  xe0 xa4 xae xe0 xa5 x81 xe0 xa4 xa8 xe0 xa4 xbe xe0 xa4 xab xe0 xa5 x87  xe0 xa4 xae xe0 xa5 x87 xe0 xa4 x82 415   xe0 xa4 x95 xe0 xa5 x80  xe0 xa4 x97 xe0 xa5 x8d xe0 xa4 xb0 xe0 xa5 x8b xe0 xa4 xa5,  xe0 xa4 x86 xe0 xa4 xaf  xe0 xa4 xad xe0 xa5 x80  xe0 xa4 x95 xe0 xa4 xb0 xe0 xa5 x80 xe0 xa4 xac 36   xe0 xa4 xac xe0 xa4 xa2 xe0 xa4 xbc xe0 xa5 x80,  xe0 xa4 xa8 xe0 xa4 xa4 xe0 xa5 x80 xe0 xa4 x9c xe0 xa5 x8b xe0 xa4 x82  xe0 xa4 x95 xe0 xa5 x87  xe0 xa4 xac xe0 xa4 xbe xe0 xa4 xa6  zeebusin xe2 x80 xa6'",11,0,tech,1.43,4
1435,2018-10-26 07:31:47,"rt   2qwithcnbctv18    cmd,  says biologics business has seen a robust jump in sales  margin  amp  topli xe2 x80 xa6'",4,0,business,1.43,3
1436,2018-10-26 06:10:26,"researchers  have discovered a new crispr system, sccas9, which can allow crispr to target many disease specifi xe2 x80 xa6 ",6,36,tech,1.43,4
1437,2018-10-26 05:29:32,"rt   firstonbtvi  ebitda grew by 69  to rs 394 cr in q2, core ebitda margin grew from 23  to 33  yoy n nr amp d spend continue t xe2 x80 xa6'",4,0,business,1.43,3
1438,2018-10-26 05:29:28,rt   2qwithcnbctv18    xe2 x80 x98expect to have reached the bottom for statin prices xe2 x80 x99 says  cmd of  adding th xe2 x80 xa6',6,0,business,1.43,3
1439,2018-10-26 02:31:37,"rt  foreign fellow   a global influencer and biotechnologist, is the founder and chairperson of  asia xe2 x80 x99s xe2 x80 xa6'",9,0,world,1.43,1
1440,2018-10-25 14:48:34,"rt   cmdspeaks   q2fy19   biocon reported a strong  q2fy19  revenue at rs 1,375 cr, up 35   net profit (excluding exceptiona xe2 x80 xa6'",20,0,business,1.43,3
1441,2018-10-25 14:48:30,"rt   biocon reported a strong  q2fy19  revenue at rs 1,375 cr, up 35     net profit (excluding exceptional income) at rs 184 xe2 x80 xa6'",9,0,business,1.43,3
1442,2018-10-25 13:59:01,"rt   biocon reported a strong revenue growth of 35  at rs 1,375 cr in  q2fy19 , led by biologics, small molecules and resear xe2 x80 xa6'",12,0,business,1.43,3
1443,2018-10-25 11:24:36,"scientists at  csir  neeri have created ""green crackers"" which can lead to a 30 35  reduction in particulate matter xe2 x80 xa6 ",24,89,tech,1.43,4
1444,2018-10-25 09:16:37,     healthcare is in critical condition across the xe2 x80 xa6 ,6,47,world,1.43,1
1445,2018-10-24 17:04:07,  doesn xe2 x80 x99t nice road do this already?',2,74,sports,1.43,2
1446,2018-10-24 17:03:12,rt  this is excellent news sir !  ! ,5,0,tech,1.43,4
1447,2018-10-24 17:00:39,rt    jlr kabini scores good reviews only for its safari part  accomadation and food is not at all w xe2 x80 xa6',1,0,tech,1.43,4
1448,2018-10-24 16:59:53,rt  the secret behind ailing jakkur lake xe2 x80 x99s stunning transformation   n bengaluru n n  ,54,0,sports,1.43,2
1449,2018-10-24 13:12:32,good step towards  digitaltransformation! govt  to launch app which will enable single click onboarding of a user t xe2 x80 xa6 ,13,69,tech,1.43,4
1450,2018-10-24 10:59:17,"looking forward to  bangalorelitfest this weekend, with a focus on women empowerment and resurrection of lost women xe2 x80 xa6 ",1,30,sports,1.43,2
1451,2018-10-24 09:01:33,  ,0,5,sports,1.43,2
1452,2018-10-24 09:00:05,"rt  hi   i am the founder and ceo of  we're making early detection of breast cancer accessible t xe2 x80 xa6""",21,0,tech,1.43,4
1453,2018-10-24 07:33:21,rt       i don xe2 x80 x99t understand why they have a monopoly on safaris when xe2 x80 xa6',2,0,sports,1.43,2
1454,2018-10-24 07:31:09,rt       add to that the number of times i xe2 x80 x99ve had food poisoning aft xe2 x80 xa6',3,0,tech,1.43,4
1455,2018-10-24 06:16:55,rt    if there is a award for the oldest n most run down jungle resort charging as if it xe2 x80 x99s a shangr xe2 x80 xa6',3,0,sports,1.43,2
1456,2018-10-24 06:15:32,     it xe2 x80 x99s your sick mind that thinks of such th xe2 x80 xa6 ,0,0,tech,1.43,4
1457,2018-10-24 06:13:28,     for your info we had suggested an audit of xe2 x80 xa6 ,0,1,tech,1.43,4
1458,2018-10-24 03:54:15," tks for your comments  instead of defending,  govt needs to step up n address value for money n be xe2 x80 xa6 ",3,68,tech,1.43,4
1459,2018-10-24 02:54:34,  not interested ',0,1,sports,1.43,2
1460,2018-10-24 02:25:41,  did u pay  xe2 x82 xb917000 per head per day? stop defending it  there r several folk who agree with m xe2 x80 xa6 ,0,1,business,1.43,3
1461,2018-10-24 02:15:32,rt       jlr is a total rip off  they charge exorbitantly and quality xe2 x80 xa6',3,0,tech,1.43,4
1462,2018-10-24 02:03:13,    each one to themselves  one of my guests had visited jlr 10 year xe2 x80 xa6 ,0,2,sports,1.43,2
1463,2018-10-23 19:11:30,"rt     very fact that you're arguing instead of accepting criticism of your clients in a posi xe2 x80 xa6""",2,0,tech,1.43,4
1464,2018-10-23 19:08:35,"rt  the world's oldest intact shipwreck has been pulled from the depths of the black sea  archaeologists say it dates back to 500 xe2 x80 xa6""",5644,0,tech,1.43,4
1465,2018-10-23 14:21:52,scientists  have developed a 3d printing technique to recreate the complex geometry of blood vessels to p xe2 x80 xa6 ,17,50,tech,1.43,4
1466,2018-10-23 12:45:45,we have no civic sense n don xe2 x80 x99t deserve unmanned level crossings  can u blame the train driver for the tragedy in am xe2 x80 xa6 ,260,681,sports,1.43,2
1467,2018-10-23 10:08:58,innovative! researchers  have developed a unique gel formula that can help protect farmers from the to xe2 x80 xa6 ,25,94,tech,1.43,4
1468,2018-10-23 08:29:20,   your expectations are low in terms of world standards  perhaps you shd travel overs xe2 x80 xa6 ,0,2,tech,1.43,4
1469,2018-10-23 08:27:58,  adoption is resented by activists n govt officials  so i refuse to adopt any tourist venu xe2 x80 xa6 ,0,0,world,1.43,1
1470,2018-10-23 08:26:02,  a great choice which we recommended when i was still chairperson of iimb',0,12,sports,1.43,2
1471,2018-10-23 08:24:55,   we had recommended his appointment in 2017!!',0,2,sports,1.43,2
1472,2018-10-23 08:23:49,just appalling lack of civic behaviour   we r junglees! ,38,151,sports,1.43,2
1473,2018-10-23 08:22:59,no civic sense n we shd not blame the train driver for the amritsar tragedy ,29,119,sports,1.43,2
1474,2018-10-23 08:21:24,rt  folks please share with as many people as possible        safety for  commuters ,8,0,tech,1.43,4
1475,2018-10-23 08:21:03,rt  blood tests via ai     surreal? catch yet another cool start up healthcare story from  ,13,0,sports,1.43,2
1476,2018-10-23 07:33:38,congrats  on being appointed as the chairperson of board of governors at   ,41,284,world,1.43,1
1477,2018-10-23 03:27:23,  pls take note of these comments n take corrective action  you r destroying tourism in our state in xe2 x80 xa6 ,0,1,tech,1.43,4
1478,2018-10-23 03:24:26,     pls take note of these shameful comments ,2,4,tech,1.43,4
1479,2018-10-23 03:22:51, very true  and yet our 5 star hotels are among the best in the world   it xe2 x80 x99s about training n a culture of cleanliness n pride',2,41,tech,1.43,4
1480,2018-10-22 17:26:25,  i completely agree ',0,8,world,1.43,1
1481,2018-10-22 17:24:41,    yes it xe2 x80 x99s bad',0,0,business,1.43,3
1482,2018-10-22 17:24:20,    per person not twin sharing  ok? get it?',0,2,tech,1.43,4
1483,2018-10-22 17:23:35,  when?  i too hv given glowing reports 15 years ago when papa weikfield ran the show  my xe2 x80 xa6 ,2,7,sports,1.43,2
1484,2018-10-22 17:21:42,  that xe2 x80 x99s a sad reflection on your perception of  xe2 x80 x98standards xe2 x80 x99  go overseas n understand wha xe2 x80 xa6 ,2,26,tech,1.43,4
1485,2018-10-22 17:20:00,  you seem to think it xe2 x80 x99s ok to fleece tourists if they r foreigners! what a sick mind u hv no nati xe2 x80 xa6 ,1,4,tech,1.43,4
1486,2018-10-22 15:25:47, very true!  shame on the tourism dept  they shd experience african safaris n realise how bad our jungle  tourism is',3,27,tech,1.43,4
1487,2018-10-22 15:24:21, need to emulate african safaris in their jungle tours   the tourism officials don xe2 x80 x99t hv a clue about xe2 x80 xa6 ,0,0,world,1.43,1
1488,2018-10-22 15:21:42,my foreign guests visited jungle lodges at kabini n i understand the rooms were primitive n food was awful  the onl xe2 x80 xa6 ,235,774,world,1.43,1
1489,2018-10-22 14:59:56,this startup xe2 x80 x99s energy efficient cold storage solutions for farmers and dairy owners could help tackle the problem o xe2 x80 xa6 ,32,80,tech,1.43,4
1490,2018-10-22 13:30:43,rt  digital transformation will add an estimated  154 billion to india xe2 x80 x99s gdp and increase the growth rate by 1  annually  ,44,0,business,1.43,3
1491,2018-10-22 13:30:30,"rt  governments, civil society  amp  the markets are coming together to answer big questions abt what our future will look like xe2 x80 xa6'",44,0,tech,1.43,4
1492,2018-10-22 10:38:04,congrats to lt  shilpy gargmukh for becoming the first female officer of indian territorial army  an inspiration to xe2 x80 xa6 ,49,219,world,1.43,1
1493,2018-10-22 08:20:43,"students at  iitdelhi devise eco friendly cow dung ""logs"" to replace wood for cremation, an innovative approach to xe2 x80 xa6 ",18,76,sports,1.43,2
1494,2018-10-21 11:46:36,"rt  my gandhi biography reviewed in dainik jagran  for those interested, a hindi translation of the whole book is underway  ",50,0,sports,1.43,2
1495,2018-10-21 11:07:07, many many congratulations on this joyous news! wish you every happiness together  xe2 x9d xa4 xef xb8 x8f xe2 x9d xa4 xef xb8 x8f xf0 x9f x91 x8f xf0 x9f x91 x8f',71,294,tech,1.43,4
1496,2018-10-21 05:13:36,congrats    all the very best! ,12,100,sports,1.43,2
1497,2018-10-21 05:11:14,  don xe2 x80 x99t take my comment out of context  if its genuine wrongdoing it must be punished xe2 x80 xa6 ,0,1,tech,1.43,4
1498,2018-10-21 05:02:26,rt   xe2 x80 x9cthere is no friend as loyal as a book  xe2 x80 x9d   ernest hemingway n nweekend steal at the bengaluru book festival for the kids  amp  xe2 x80 xa6',33,0,sports,1.43,2
1499,2018-10-21 05:02:11,rt  simply beautiful    thank you  for sharing her works with the world ! ,2,0,sports,1.43,2
1500,2018-10-21 05:01:24, really sad n shameful face of society',2,25,tech,1.43,4
1501,2018-10-20 22:10:51,"rt  new trial in breast cancer  xe2 x80 x9c   is truly a game changer, xe2 x80 x9d said dr  sylvia adams in  i looked up article and read ab xe2 x80 xa6'",44,0,sports,1.43,2
1502,2018-10-20 20:53:45,welcome move ,4,17,world,1.43,1
1503,2018-10-20 20:52:04,"rt  took a session with the new batch of   biocon  kgi program batch, a very smart group of students, committed xe2 x80 xa6'",3,0,tech,1.43,4
1504,2018-10-20 20:51:47,rt  as many as there are sexual predators     there are some really nice guys too ! time to understand  xe2 x80 x9c consent  xe2 x80 x9c rather tha xe2 x80 xa6',6,0,tech,1.43,4
1505,2018-10-20 20:51:00,a huge relief   so happy for him n his family   keep safe  ,0,14,sports,1.43,2
1506,2018-10-20 20:28:42, this is great trend that will see women in leadership positions in larger numbers in the future ',4,43,tech,1.43,4
1507,2018-10-20 20:27:29,rt  more women than men earned phds in the us last year   education ,149,0,world,1.43,1
1508,2018-10-20 20:25:53,     i am sure most are guilty of abusing their power st xe2 x80 xa6 ,0,0,world,1.43,1
1509,2018-10-20 20:22:57, i think we need to be balanced about social behaviour  in a gender inclusive society both sexes need xe2 x80 xa6 ,0,10,tech,1.43,4
1510,2018-10-20 20:20:24, yes agree with that too',0,4,tech,1.43,4
1511,2018-10-20 15:25:51,interesting read on how to get health care providers to accept organizational changes and connect innovation effort xe2 x80 xa6 ,6,50,tech,1.43,4
1512,2018-10-20 11:22:39,women must be truthful in  metoo movement n not confuse flirtation with assault  i fear that too many frivolous all xe2 x80 xa6 ,284,973,sports,1.43,2
1513,2018-10-20 05:02:55,rt  congrats to  for earning the 2018 vanderbilt prize in biomedical science from  for her stellar rese xe2 x80 xa6',11,0,sports,1.43,2
1514,2018-10-20 04:46:28,rt  thanks  for such gracious thoughts! n nwill cherish our 150 min talk on your inspiring visionary thoughts xe2 x80 xa6',9,0,tech,1.43,4
1515,2018-10-20 00:39:34,randy katz  the 2018 nobel prizes and use inspired research  via ,4,13,tech,1.43,4
1516,2018-10-19 23:39:21, tks a lot n warmly reciprocate',0,1,tech,1.43,4
1517,2018-10-19 20:59:28,rt  system can be rapidly reconfigured to produce a variety of protein drugs   ,26,0,tech,1.43,4
1518,2018-10-19 20:53:03,rt   icymi ki faculty member angelika amon wins a 2019  in life sciences  ,7,0,sports,1.43,2
1519,2018-10-19 20:51:54,60 dead as train hits crowd watching ravan burning in punjab  avoidable tragedy  why can xe2 x80 x99t we have stronger safety xe2 x80 xa6 ,11,48,world,1.43,1
1520,2018-10-19 20:49:10,rt  this is next       ,3,0,tech,1.43,4
1521,2018-10-19 20:49:02,rt  news flash!  is now approved for commercial sales in malaysia! njust received product approval from the medical xe2 x80 xa6',4,0,business,1.43,3
1522,2018-10-19 17:09:44,"rt  horrific incident in punjab, turning celebration into a disaster  negligence beyond reason, absolutely avoidable   sg  punj xe2 x80 xa6'",2126,0,sports,1.43,2
1523,2018-10-19 17:00:27,rt  saddened to hear of the tragic  amritsar  trainaccident  my heart goes out to the devastated families who have had to en xe2 x80 xa6',308,0,world,1.43,1
1524,2018-10-19 14:46:42,hope the tentacles of peace n harmony entangles the world to make it a better place ,9,100,sports,1.43,2
1525,2018-10-19 14:44:26,"rt   ceospeaks  biocon  amp   mylan's  biosimilar  trastuzumab, ogivri, receives positive  ema  chmp opinion endorses our expert xe2 x80 xa6""",6,0,business,1.43,3
1526,2018-10-19 13:49:43,"rt   biocon  amp   mylan's  biosimilar  trastuzumab, ogivri, receives positive  ema  chmp opinion endorses our expertise in deve xe2 x80 xa6""",23,0,business,1.43,3
1527,2018-10-19 13:20:33, to u too',0,0,sports,1.43,2
1528,2018-10-19 12:51:33, shd consider mandating us corporations to invest 1  of their profits as corporate social responsib xe2 x80 xa6 ,3,36,business,1.43,3
1529,2018-10-19 12:42:23,"this  iitmandi scientist has identified crucial regions within the protein of the  zika virus, which could help und xe2 x80 xa6 ",24,95,tech,1.43,4
1530,2018-10-19 06:47:54,congrats to indian american physics professor abhay ashtekar for being honoured with the prestigious einstein prize xe2 x80 xa6 ,28,110,tech,1.43,4
1531,2018-10-19 05:43:11,i wish everyone a very happy and joyous dussehra festival!  happydussehra2018 ,10,145,sports,1.43,2
1532,2018-10-19 01:16:58, tks',0,1,sports,1.43,2
1533,2018-10-18 23:36:31,"had the pleasure of meeting chairman of mit corporation, robert millard   look forward to meeting my fellow members xe2 x80 xa6 ",0,60,world,1.43,1
1534,2018-10-18 23:32:35,with power women sangeeta bhatia and amy schulman in boston ,3,53,sports,1.43,2
1535,2018-10-18 23:29:40,"had the pleasure of meeting chairman of mit corporation, robert millard   look forward to meeting my fellow members xe2 x80 xa6 ",0,15,world,1.43,1
1536,2018-10-18 20:57:21,rt  about 25  of people diagnosed with schizophrenia meet the criteria for xc2 xa0depression  listen to how thomas battled with de xe2 x80 xa6',17,0,sports,1.43,2
1537,2018-10-18 20:56:37,"rt  ms  girija kelath, associate vp, regulatory affairs at  biocon, took an interactive mentoring session at  restarther con xe2 x80 xa6'",3,0,sports,1.43,2
1538,2018-10-18 20:56:26,rt   2 c more  amp  more fraudulent research being published frm top notch institutions by so calle xe2 x80 xa6',7,0,business,1.43,3
1539,2018-10-18 19:50:40,france proposes congestion charges in big cities to tackle pollution   bengaluru needs to emulate  ,16,90,sports,1.43,2
1540,2018-10-18 19:28:28,rt  looking forward to presenting and attending the evolution summit on latest trends and best practices in  drug developmen xe2 x80 xa6',1,0,business,1.43,3
1541,2018-10-18 15:49:42, yes for sure',0,2,sports,1.43,2
1542,2018-10-18 10:53:04,         that xe2 x80 x99s a wa xe2 x80 xa6 ,1,1,tech,1.43,4
1543,2018-10-18 10:51:35, you r so ignorant n stupid that i don xe2 x80 x99t want to ever see your tweets! good bye!',0,0,tech,1.43,4
1544,2018-10-18 02:14:31, yes boston is special',0,1,sports,1.43,2
1545,2018-10-18 02:03:06, not as bad as the one i experienced in boston',0,0,sports,1.43,2
1546,2018-10-18 02:02:03,  sure  pls email me',0,1,tech,1.43,4
1547,2018-10-17 21:31:13,boston has the worst traffic gridlock i hv ever seen  worse still boston traffic police are nowhere to be seen   cr xe2 x80 xa6 ,50,474,sports,1.43,2
1548,2018-10-17 18:12:39,    tks',0,1,sports,1.43,2
1549,2018-10-17 18:09:52,rt  the langer lab shows that delivering probiotics together with antibiotics can be a lethal combo for drug resistant bacte xe2 x80 xa6',13,0,tech,1.43,4
1550,2018-10-17 17:51:38,"rt  ""may i congratulate anna burns on becoming the first northern irish author to win the  manbookerprize for fiction, for he xe2 x80 xa6'",402,0,sports,1.43,2
1551,2018-10-17 17:51:22,rt  a2z of how il amp fs employee welfare trust ripped off shareholders of il amp fs n ,103,0,business,1.43,3
1552,2018-10-17 12:05:30,"rt  dr  renu swarup, secretary,  dbt met state secretary of bmbf, dr  georg schutte to discuss future programs of india and germa xe2 x80 xa6'",10,0,world,1.43,1
1553,2018-10-17 11:45:57,good initiative by  iit and  iiser to set up model advanced lab and infra eco system for conducting people friendly xe2 x80 xa6 ,7,37,tech,1.43,4
1554,2018-10-17 06:22:03,a new research program  delves into the biology of  stemcells and  cancerstemcells in order to better understan xe2 x80 xa6 ,21,83,tech,1.43,4
1555,2018-10-17 02:14:51,my dear friend  xe2 x81 xa6 was felicitated by the new york stem cell foundation  xe2 x81 xa6 as one of the heroes xe2 x80 xa6 ,3,26,sports,1.43,2
1556,2018-10-17 00:55:34,rt  ,143,0,sports,1.43,2
1557,2018-10-17 00:55:20,rt  this was our vision and hope for church street in blr  hopefully soon! photos of ginza street in tokyo on sundays when road i xe2 x80 xa6',17,0,business,1.43,3
1558,2018-10-17 00:54:58,"rt  namma bengaluru xe2 x80 x99s  mg road , st marks rd , church street , brigade rd  amp  surrounding areas is a prime candidate for this ! xe2 x80 xa6'",12,0,business,1.43,3
1559,2018-10-16 19:06:51, believe me where there is a will there is a way  clinicians r too focused on practice',0,1,sports,1.43,2
1560,2018-10-16 19:05:16,well said naren   it xe2 x80 x99s about purpose n mission ,0,14,tech,1.43,4
1561,2018-10-16 18:46:09, we developed 2 novel pathbreaking antibodies   biomabegfr and alzumab  clinicians never did justice xe2 x80 xa6 ,0,1,tech,1.43,4
1562,2018-10-16 18:41:47, unfortunately our clinicians r letting us down as they r simply not interested in research  we can xe2 x80 xa6 ,0,1,tech,1.43,4
1563,2018-10-16 18:38:05, congrats',0,4,sports,1.43,2
1564,2018-10-16 18:37:43,an important addition to mit xe2 x80 x99s computer engineering prowess   ai in biology is a huge opportunity too  ,6,52,tech,1.43,4
1565,2018-10-16 18:27:47,the doctor healed us  now we rise to his defense   exactly what i felt and stated a few week xe2 x80 xa6 ,1,6,business,1.43,3
1566,2018-10-16 15:48:04,beautiful rendition ,4,28,tech,1.43,4
1567,2018-10-16 15:43:31,"rt  sharing bapu xe2 x80 x99s favourite song,  xe2 x80 x98vaishnava jana to xe2 x80 x99 sung by fakhrul razi, brunei xe2 x80 x99s beloved singer  the video also takes yo xe2 x80 xa6'",948,0,tech,1.43,4
1568,2018-10-16 15:17:13,"rt  mark  president and ceo of dyadic international, says it's time to look beyond mammalian cell lines  read to xe2 x80 xa6""",1,0,tech,1.43,4
1569,2018-10-16 08:18:32,"rt  there is a very good reason why we should donate to good politics  there is a lot of money being put into bad politics, a xe2 x80 xa6'",366,0,sports,1.43,2
1570,2018-10-16 08:10:46,congratulations to  iitbombay for ranking first in  qsranking of indian institutions   stands second xe2 x80 xa6 ,12,56,sports,1.43,2
1571,2018-10-16 07:18:03,"rt  trauma  often has a lasting impact on our mental health, which may lead to depression  watch how anovshka battled depre xe2 x80 xa6'",27,0,tech,1.43,4
1572,2018-10-16 07:17:54,"rt  how does a cell make a near perfect copy of itself? my talk on the secrets of biological self replication, now available onlin xe2 x80 xa6'",19,0,tech,1.43,4
1573,2018-10-16 06:12:37,rt   esop workshop by ccamp  brec kicks off in pune with speaker  explaining the nitty gritties of founder xe2 x80 x99s a xe2 x80 xa6',6,0,business,1.43,3
1574,2018-10-16 06:10:59,"rt  alumnus dr  shekhar mande (phd mbu '91) has been appointed as the next director general, csir  the prominent structural xe2 x80 xa6""",36,0,world,1.43,1
1575,2018-10-16 06:10:47,this has been on the discussion table for too long  understand there is a stalemate in lease rental expected by hal ,3,15,business,1.43,3
1576,2018-10-16 06:07:18,"rt  an exceptional teacher, a wonderful motivator, an outstanding scientist and a great president, dr  kalam lives in the hea xe2 x80 xa6'",6160,0,world,1.43,1
1577,2018-10-16 06:04:51,rt   xe2 x81 xa6 and  xe2 x81 xa6 is proud to support and participate at the  bhgi2018 summit alongside  xe2 x81 xa6  xe2 x81 xa6,4,0,world,1.43,1
1578,2018-10-16 05:03:21,rt  remove higher education min g t devegowda he is incapable to handle depart n silent on rampant corruption in universitie xe2 x80 xa6',10,0,world,1.43,1
1579,2018-10-15 15:53:19, by being tolerant to different views ',15,179,world,1.43,1
1580,2018-10-15 15:52:29,   why hv we become such an aggressive society that we can xe2 x80 x99t even discuss with c xe2 x80 xa6 ,1,16,tech,1.43,4
1581,2018-10-15 15:50:38, why r u reacting so violently to a simple comment?',0,0,tech,1.43,4
1582,2018-10-15 15:49:35, tks a lot',0,11,tech,1.43,4
1583,2018-10-15 13:07:15,this is my proud legacy   india xe2 x80 x99s future must be secured through innovative entrepreneurial might   merabharatmahaan ,9,60,sports,1.43,2
1584,2018-10-15 13:03:55,kiran mazumdar shaw awarded with 2018 gil visionary leadership award   digianalysys    i am deeply honoured to rece xe2 x80 xa6 ,32,368,world,1.43,1
1585,2018-10-15 13:01:39,"creating compendium of  genes of indian populations by sequencing the whole genomes of 50,000 indians should throw xe2 x80 xa6 ",13,42,business,1.43,3
1586,2018-10-15 11:33:17,rt  bengaluru has become the first city in the country that can have a fly dining experience   n n ,18,0,world,1.43,1
1587,2018-10-15 11:19:54,"rt  on the occasion of  mahilakisandiwas, we xe2 x80 x99d like to acknowledge the contributions made by women farmers in indian agricu xe2 x80 xa6'",126,0,sports,1.43,2
1588,2018-10-15 11:16:24,rt  detangling dna replication  ,16,0,tech,1.43,4
1589,2018-10-15 11:14:52,rt  discover how  oxfordai is using machine learning techniques to provide people across africa with reliable access to water xe2 x80 xa6',45,0,tech,1.43,4
1590,2018-10-15 07:03:16, i agree',0,0,world,1.43,1
1591,2018-10-15 06:57:45,   tks  for your words of wisdom',0,11,tech,1.43,4
1592,2018-10-15 06:56:48, you r a stupid man to even make such absurd comments  why is it always about partisan politics n not xe2 x80 xa6 ,1,6,tech,1.43,4
1593,2018-10-15 06:52:20, nothing as i don xe2 x80 x99t hoard cash like u to ask such questions  how much did u lose?',0,2,tech,1.43,4
1594,2018-10-15 06:50:09, this is not just shocking but unacceptable that a crew member doesn xe2 x80 x99t know how to operate opening n closing doors!',2,17,tech,1.43,4
1595,2018-10-15 06:48:13,if psus n govt research labs need to be world class we need to invest in state of the art infra n meritocracy based xe2 x80 xa6 ,113,406,tech,1.43,4
1596,2018-10-15 06:44:39, so u feel govt shd not be in any manufacturing activity even isro? we hv some proven track record in xe2 x80 xa6 ,7,80,business,1.43,3
1597,2018-10-15 06:14:25,congrats to dr shekhar mande for being appointed dg of csir   wish you a successful tenure in driving a strong indu xe2 x80 xa6 ,4,29,sports,1.43,2
1598,2018-10-15 05:56:06,   i completely agree that hal needs to focus on quality n competence  it need xe2 x80 xa6 ,2,18,tech,1.43,4
1599,2018-10-14 21:14:01, not defending anyone  if psu is non performing then privatise but if it has potential then leverage by resourcing n enabling',5,61,sports,1.43,2
1600,2018-10-14 19:30:31,    since i don xe2 x80 x99t understand what regulations r about i don xe2 x80 x99t wish to discuss',0,0,tech,1.43,4
1601,2018-10-14 19:28:29, be my guest',0,3,tech,1.43,4
1602,2018-10-14 19:28:08,  qed',0,0,sports,1.43,2
1603,2018-10-14 19:27:29,  i don xe2 x80 x99t need your stupid endorsement ',0,1,tech,1.43,4
1604,2018-10-14 19:27:00,  i am not perfect',4,41,sports,1.43,2
1605,2018-10-14 19:26:38, illogical comment ',0,36,sports,1.43,2
1606,2018-10-14 19:26:05,  looks like u r a paid troll who is so insecure about any diverse view points  sad for fol xe2 x80 xa6 ,16,261,tech,1.43,4
1607,2018-10-14 19:24:21,   then why r we debating?',0,2,sports,1.43,2
1608,2018-10-14 19:24:00, i am also aware that psus must either function or shut down   if hal is not worthy of producing reli xe2 x80 xa6 ,1,9,tech,1.43,4
1609,2018-10-14 19:21:07,    you r foolish to think pharma sector is liberalised  xe2 x80 xa6 ,0,0,tech,1.43,4
1610,2018-10-14 19:19:00, what r u saying? do u know how over regulated pharma sector is? stop making useless comments ',0,0,business,1.43,3
